	Review Text	Review Title	Star Rating	negative	neutral	positive
7542	Best application provides me with lot of weight Deals And discount online shopping is way better it has been really wonderful to uses application for all the shopping services		5	0.0	0.701	0.299
7543	Rental Flats and services which are they better than any other applications like voonika raposo you have to definitely try this app really wonderful		5	0.0	0.623	0.377
7544	Wonderful to shop from this application has provided a lot of great experience this one is definitely an absolute winner when it comes to online shopping services		5	0.0	0.606	0.394
7545	One of my favourite applications this one has provided me with all the deals online services and application is way better than awesome cooler than any other application of there		5	0.0	0.8	0.2
7546	I totally love it a very good idea at solutely wonderful for cheap priced clothes and amazing at the same time for rental		5	0.0	0.528	0.472
7547	Best application in terms of all the rental services available out there you should definitely try this form this has lot of potential really one of the most pricing app		5	0.0	0.802	0.198
7548	What helps you to save lot of money very unique idea that you will be amazed to rent from this application again and again		5	0.0	0.7	0.3
7549	Create application really cool products I am amazed at how good it is this is really and wonderful application for rental services for women shopping		5	0.0	0.563	0.437
7550	Not only women shopping but also no men shopping is provided at various great prices here I am absolutely lovable application with lot of great potential		5	0.068	0.512	0.42
7551	Ideal application for people who would like to get online shopping services rental services are quite cool		5	0.0	0.622	0.378
7552	Cool application cool price think you can get a lot of great product at very cheap prices your		5	0.0	0.617	0.383
7553	Delightful application wonderful user interface I totally love to use the services it is absolutely amazing and awesome		5	0.0	0.37	0.63
7554	Makes it quite wonderful to use all my experiences with this application was really cool I totally love their services this application provides you with all the rental clothes for women and men very easily all the great products are tried and tested the clothes are hygienic and it has been my wonderful application for online clothes that has improved a lot I totally love it with every update the give u lot of products added totally loving it		5	0.0	0.659	0.341
7555	Quite the good deal of clothes and services are available here that you can absolutely love this application be provided with lot of good application Deals And discounts not available for rental services annual		5	0.0	0.741	0.259
7556	Makes it so much simple and easy to use I love to use the application production really good totally lovable User experience to		5	0.0	0.548	0.452
7557	Amazing application I love it this application provide me with great rental services I cannot find anywhere else totally one of the best applications for online shopping services for women	This app	5	0.0	0.596	0.404
7558	This would definitely be my one stop destination online shopping has been so much fun totally love to use the product		5	0.073	0.567	0.359
7559	Make me wanna use this application again and again this application provided me with variety of products that are not available in many applications like an eco raposo this is quite cool and awesome		5	0.0	0.766	0.234
7560	Ideal application for online shopping you can save a lot of money at the same time this has lot of great Deals And discounts that you cannot find anywhere else newline one of the best application services I would say they provided with a lot of deals and all the coupons were also applicable very easily totally love to use this application	Nice app	5	0.0	0.703	0.297
7561	Great application with so many great Deals And discounts they provided a lot of good products every one of my experience has been really awesome with this application this one provides all the pickup and drop service yeah well they have an absolutely wonderful collection of clothes for women shopping you should definitely try this application if you have never tried it there this one is really cool I recommend you to get this application right now download it for free		5	0.02	0.641	0.339
7562	Best application when it comes to online shopping day Deals And discounts available double provided me with lot of great options this is one of the most lovable applications for online shopping for women		5	0.0	0.711	0.289
7563	Great application that is the way better than anything that you can think of the provide with so many Deals And discounts and offers of quite wonderful it is really cool to use this application I have been using this one for quite a long time now recommended to all my friends and family		5	0.0	0.713	0.287
7564	In my family loves to do the online shopping from the apP because it is so much school and helps you to save a lot of time and efforts to instead of buying you can rent clothes and services so easily here help you out every time whenever you want to dress up for an occasion immediately	Cool	5	0.0	0.748	0.252
7565	Totally lovable application provided me with so many great Deals And discounts I would go for this app over any other application anytime of the day		5	0.0	0.726	0.274
7566	Absolutely stunning clothes and collections is available here you would also be delighted to shop from this application really cool and awesome give it comes up		5	0.0	0.626	0.374
7567	Love to uses application give it a five star rating because of how convenient it is to rent clothes online this is one of my best app		5	0.0	0.741	0.259
7568	Rental clothes and services for women shopping a really awesome they provide you all kind of ethnic wear and even modern where very easily great for getting dresses online		5	0.0	0.686	0.314
7569	Absolutely lovable application I totally love it their services are really good pickup and drop service is very very convenient I totally love it		5	0.059	0.478	0.463
7570	hami9140		5	0.0	1.0	0.0
7571	Fantastic	Loved it	5	0.0	0.0	1.0
7572	Superb app ! Love the amazing collection they have		5	0.0	0.287	0.713
7573	 Big brands for less money		5	0.0	1.0	0.0
7577	I had ordered for my friend and it wasn't delivered	Inconsistent.	1	0.0	0.714	0.286
7578	 Please see	Inconsistent.	1	0.0	0.303	0.697
7581	Very bad		1	0.791	0.209	0.0
7582	Although initially there was some trouble but the flyrobe team worked swiftly and saved my day	Thank You😘	5	0.087	0.609	0.304
7583	 Love you guys	Thank You😘	5	0.0	0.323	0.677
7584	 Keep up the good work ❤	Thank You😘	5	0.0	0.58	0.42
7586	Amazing app!! The dress was clean, the delivery boy was on time		5	0.0	0.585	0.415
7587	 The customer care people were patient no matter how many questions you ask them		5	0.126	0.629	0.246
7588	 So good first experience overall		5	0.0	0.556	0.444
7591	Great app loved it		5	0.0	0.2	0.8
7593	Would like to personally thank Michelle from Customer Care team, Avneesh, Imran from Ops for the wonderful coordination and execution for WOWing your customers	Wowed me :)	5	0.0	0.552	0.448
7594	 Let me tell you guys, you have earned a customer forever and will surely recommending you to my friends and relatives	Wowed me :)	5	0.0	0.75	0.25
7595	 Keep up the great work :) 	Wowed me :)	5	0.0	0.36	0.64
7596	Hahaha the tagline of Flyrobe itself explains you everything 		5	0.0	0.69	0.31
7597	 You can rent clothes and accessories and get whatever you want for your day 		5	0.0	0.909	0.091
7599	I had rented this trunkloom Rose Print Raw Silk Lehenga for my friend's wedding for 6days 		5	0.0	1.0	0.0
7600	 The material was totally clean and nice 		5	0.0	0.452	0.548
7601	 You won't feel like returning there dress back :P		5	0.172	0.572	0.256
7602	Now you can get to wear your dream lehenga just by renting and get it customized as per your fit for your day only in flyrobe 		5	0.0	0.842	0.158
7603	 No other app will give you such kind of service 		5	0.196	0.804	0.0
7604	 Truly great 		5	0.0	0.0	1.0
7606	Flyrobe is for crazy womens who love shopping but who end up with window shopping just because of it been expensive 		5	0.073	0.815	0.112
7607	 You can rent dress now and get it for your day only in flyrobe 		5	0.0	1.0	0.0
7609	Totally different concept from koovs and voonik ! You get the best quality and service from Flyrobe 		5	0.0	0.77	0.23
7610	 Highly recommending this app 		5	0.0	1.0	0.0
7612	I would highly recommend everyone to use flyrobe than any other app 	Useful	5	0.0	0.782	0.218
7613	 You don't have to waste your money by buying clothes just for one day 	Useful	5	0.0	0.848	0.152
7614	 Get rented for that particular day , from flyrobe 	Useful	5	0.0	1.0	0.0
7615	 They provide you with great services 	Useful	5	0.0	0.549	0.451
7616	 I am a regular customer of this ap 	Useful	5	0.0	1.0	0.0
7618	The rates are reasonable 		5	0.0	1.0	0.0
7619	 Service is good 		5	0.0	0.408	0.592
7620	 You will get the best quality product 		5	0.0	0.588	0.412
7621	 Delivery on time 		5	0.0	1.0	0.0
7622	 No payment and returning issues 		5	0.355	0.645	0.0
7623	 No other app would give you such feel , but Flyrobe 		5	0.151	0.849	0.0
7624	 Huge thanks to this ap 		5	0.0	0.366	0.634
7626	I would recommend everyone to use flyrobe 		5	0.0	0.667	0.333
7627	 It is far better than koovs or asos 		5	0.0	0.707	0.293
7628	 I personally had a bad experience with koovs 		5	0.412	0.588	0.0
7629	 Flyrobe gives you the best quality 		5	0.0	0.543	0.457
7631	The services are very good from flyrobe 		5	0.0	0.653	0.347
7632	 Very much impressed with all the services provided 		5	0.0	0.674	0.326
7633	 From easy purchasing to quick delivery , everything is so good about this app		5	0.0	0.624	0.376
7634	Though let it not be your occasion , being an event manager , present over that occasion should always be well presentable 		5	0.0	0.9	0.1
7635	 So for such events I rent dress from flyrobe itself 		5	0.0	1.0	0.0
7636	 My money and time is saved , because of this app 		5	0.0	0.763	0.237
7638	Super amazing concept ! Worth of using this ! User and pocket friendly app 		5	0.0	0.374	0.626
7639	 You get the amazing experience from flyrobe itself 		5	0.0	0.648	0.352
7641	wanted to wear something beautiful on the event of my husband's promotion party 		5	0.0	0.625	0.375
7642	 		5	0.0	0.0	0.0
7643	 		5	0.0	0.0	0.0
7644	 		5	0.0	0.0	0.0
7645	 		5	0.0	0.0	0.0
7646	 		5	0.0	0.0	0.0
7647	 		5	0.0	0.0	0.0
7648	 thanks to this app that i found a really exceptional dress for myself 		5	0.0	0.775	0.225
7649	 		5	0.0	0.0	0.0
7650	 		5	0.0	0.0	0.0
7651	 		5	0.0	0.0	0.0
7652	 best site for women shopping ! !		5	0.0	0.455	0.545
7653	Flyrobe is one of the new great app and concept brought up all 		5	0.0	0.745	0.255
7654	 It is amazing 		5	0.0	0.345	0.655
7655	 You can rent clothes and get customized as per your fit 		5	0.0	0.8	0.2
7656	 It's pocket friendly also 		5	0.0	0.484	0.516
7657	 The app is also simple and easy to use 		5	0.0	0.734	0.266
7659	It was a good experience using flyrobe 		5	0.0	0.633	0.367
7660	 I had to just click , wear , pay and return sitting at home itself 		5	0.113	0.887	0.0
7661	 There was no issue with there any kind of services 		5	0.196	0.804	0.0
7663	Flyrobe Fashion Shopping has got a cool section with information about latest styles and trends 		5	0.0	0.85	0.15
7664	 Totally amazing collections , you will definetly love it 		5	0.0	0.42	0.58
7666	Flyrobe is totally easy and secure checkout app 		5	0.0	0.506	0.494
7667	 You get the best quality and service by them 		5	0.0	0.656	0.344
7668	 They rent you the best branded collections only 		5	0.0	0.625	0.375
7669	 Totally worth to use 		5	0.0	0.578	0.422
7671	My first experience with flyrobe was totally amazing 		4	0.0	0.631	0.369
7672	 I had rented tuxedo for one day shoot 		4	0.286	0.714	0.0
7673	 They gave me the best serive , they could give; that too at reasonable rate 		4	0.0	0.756	0.244
7675	beautiful collection of ethnic wear available on this flyrobe app 	Good	5	0.0	0.698	0.302
7676	 	Good	5	0.0	0.0	0.0
7677	 	Good	5	0.0	0.0	0.0
7678	 	Good	5	0.0	0.0	0.0
7679	 	Good	5	0.0	0.0	0.0
7680	 	Good	5	0.0	0.0	0.0
7681	 simple and easy to use app compared to koovs :)	Good	5	0.0	0.576	0.424
7682	Ordered a dress last week from roposo 		5	0.0	1.0	0.0
7683	 		5	0.0	0.0	0.0
7684	 		5	0.0	0.0	0.0
7685	 		5	0.0	0.0	0.0
7686	 the quality of the dress was not at all comparative to the dress they displayed on the internet 		5	0.0	1.0	0.0
7687	 		5	0.0	0.0	0.0
7688	 		5	0.0	0.0	0.0
7689	 		5	0.0	0.0	0.0
7690	 comparatively flyrobe is the best app to shop from ! !		5	0.0	0.626	0.374
7691	Very quick and easy to order 		5	0.0	0.612	0.388
7692	 		5	0.0	0.0	0.0
7693	 		5	0.0	0.0	0.0
7694	 		5	0.0	0.0	0.0
7695	 received my dress prefectly on time before my important event ! ! Career saving app :P Thank flyrobe for renting me such a beautiful dress ! !		5	0.0	0.59	0.41
7696	Gathered and ordered 5 one piece on rent for me and my friends 	Good	5	0.0	0.78	0.22
7697	 	Good	5	0.0	0.0	0.0
7698	 	Good	5	0.0	0.0	0.0
7699	 	Good	5	0.0	0.0	0.0
7700	 	Good	5	0.0	0.0	0.0
7701	 rent was low with exceptional discount ! ! superb app for money saving :D	Good	5	0.106	0.454	0.44
7702	Amazing experience with this app 	Loved it..	5	0.0	0.513	0.487
7703	 	Loved it..	5	0.0	0.0	0.0
7704	 	Loved it..	5	0.0	0.0	0.0
7705	 	Loved it..	5	0.0	0.0	0.0
7706	 	Loved it..	5	0.0	0.0	0.0
7707	 	Loved it..	5	0.0	0.0	0.0
7708	 i order all of my clothes from this site 	Loved it..	5	0.0	1.0	0.0
7709	 	Loved it..	5	0.0	0.0	0.0
7710	 	Loved it..	5	0.0	0.0	0.0
7711	 	Loved it..	5	0.0	0.0	0.0
7712	 	Loved it..	5	0.0	0.0	0.0
7713	 never disappointed 	Loved it..	5	0.0	0.281	0.719
7714	 	Loved it..	5	0.0	0.0	0.0
7715	 	Loved it..	5	0.0	0.0	0.0
7716	 	Loved it..	5	0.0	0.0	0.0
7717	 beautiful variety of dresses and best site for women shopping &lt;3	Loved it..	5	0.0	0.526	0.474
7718	Get your order on time , use it for 3 days and the pickup will be available at your door steps to receive the dress 		5	0.0	1.0	0.0
7719	 		5	0.0	0.0	0.0
7720	 		5	0.0	0.0	0.0
7721	 		5	0.0	0.0	0.0
7722	 very magneficiant service provided by flyrobe for women shopping :D		5	0.0	0.691	0.309
7723	This is a fraud company	Worst service	1	0.559	0.441	0.0
7724	 Worst service I booked a jacket which was never delivered to me and at the end moment I have to go and purchase one before the event	Worst service	1	0.151	0.849	0.0
7725	 There was no response from customer care as well	Worst service	1	0.163	0.444	0.393
7726	 Don't trust them	Worst service	1	0.575	0.425	0.0
7728	I am vry disappointed		2	0.608	0.392	0.0
7729	Though I booked my order about 20 days prior n they confirmed it too		2	0.0	1.0	0.0
7730	 But They cancelled my order jst five days before delievry date bcz that dress was not available		2	0.111	0.889	0.0
7732	For how long we can rent the dress and what would be the charges		5	0.139	0.861	0.0
7733	 please revert asap as I need a dress		5	0.0	0.685	0.315
7735	Downloaded this app to get a discount on a beautiful dress while a got a lot many other offers which i can enjoy even further ! ! super app for women shopping ! !		5	0.0	0.644	0.356
7736	Received a gift from my aunt 	nice	5	0.0	0.58	0.42
7737	 	nice	5	0.0	0.0	0.0
7738	 	nice	5	0.0	0.0	0.0
7739	 she ordered that dress from this site and when i came up to checkout the collection 	nice	5	0.0	1.0	0.0
7740	 	nice	5	0.0	0.0	0.0
7741	 	nice	5	0.0	0.0	0.0
7742	 	nice	5	0.0	0.0	0.0
7743	 i was simply amused to see such a great variety of dresses ! !	nice	5	0.0	0.517	0.483
7744	Frankly speaking 		5	0.0	1.0	0.0
7745	 		5	0.0	0.0	0.0
7746	 		5	0.0	0.0	0.0
7747	 best site ever came across for women shopping ! ! received amazing discount on a beautiful dress and received my order on time ! ! amazing experience ! !		5	0.0	0.516	0.484
7748	Beautiful collection of ties 		5	0.0	0.435	0.565
7749	 		5	0.0	0.0	0.0
7750	 		5	0.0	0.0	0.0
7751	 		5	0.0	0.0	0.0
7752	 		5	0.0	0.0	0.0
7753	 elegent and royal as well as cool and classy 		5	0.0	0.451	0.549
7754	 		5	0.0	0.0	0.0
7755	 		5	0.0	0.0	0.0
7756	 		5	0.0	0.0	0.0
7757	 all types of variety available ! ! great experience ! ! best site compared to roposo		5	0.0	0.514	0.486
7758	If you want to rent clothes online I would totally recommend you to get this app that has a lot of great production services available !		5	0.0	0.702	0.298
7759	I have been using this app for quite long and this application provided me rental process services which are not easily available online , totally superb and awesome !		5	0.06	0.675	0.265
7760	I was surprised and my office colleagues also equally surprised at the quality and the great clothes that I got from flyrobe , just better than voonik and koovs !		5	0.0	0.665	0.335
7761	It has such a nice service to take clothes on rent and pay their rent , use it , and return back , its will save your time , lots of money !		5	0.044	0.757	0.199
7762	Superb and amazing designs at very reasonable prices and on a rent basis too 		5	0.0	0.582	0.418
7763	 I cant find a better app than this till date 		5	0.256	0.744	0.0
7765	cool services of an application for people who would love to shop online definitely try this one you like		5	0.0	0.562	0.438
7766	Flyrobe has the best collection of clothes and new trends but roposo has disappointed me does not have a good collection like this application does !		5	0.226	0.599	0.175
7767	The delivery from flyrobe is never late and the collection is super awesome 		5	0.0	0.579	0.421
7768	 What else do you want ? You can take clothes on rent from an online app 		5	0.0	0.915	0.085
7770	Flyrobe always keeps the latest trends updated not like voonik 		5	0.19	0.81	0.0
7771	 com 		5	0.0	1.0	0.0
7772	 This app is the best you can get online and just download it don’t think much !		5	0.0	0.77	0.23
7773	Saturday night it was so much fun everyone loved whatever we were wearing that we got on rent from flyrobe 		5	0.0	0.706	0.294
7774	 Just awesome and amazing job !		5	0.0	0.268	0.732
7775	Designers like Mr Button , Ekaksh , Bubber Couture provided their magneficiant designs on rent 		5	0.0	0.828	0.172
7776	 		5	0.0	0.0	0.0
7777	 		5	0.0	0.0	0.0
7778	 		5	0.0	0.0	0.0
7779	 		5	0.0	0.0	0.0
7780	 super amazing quality with elegent and classy look ! ! best site compared to koovs 		5	0.0	0.369	0.631
7781	 		5	0.0	0.0	0.0
7782	 		5	0.0	0.0	0.0
7783	 		5	0.0	0.0	0.0
7785	Always enjoy shopping from this app that gives you clothes on rental basis 		5	0.0	0.789	0.211
7786	 This app never fails to impress me and my family 		5	0.189	0.628	0.183
7788	The huge collection and wide variety of clothing this app has something very difficult to find in koovs and voonik ! They are just amazing !		5	0.092	0.689	0.219
7789	Very versatile collection flyrobe app has till date , no one can be disappointed , to rent clothes online at a cheaper cost and enjoy the services 	Usefull app	5	0.18	0.712	0.108
7791	I must say that I am delighted and I tried hard to find an app that works this way and provides you clothes and accessories on rental basis !		5	0.05	0.822	0.128
7792	Flyrobe works the best for me ! There is nothing quite as good as this app to rent clothes on the go and get such good services 		5	0.169	0.703	0.128
7794	I never expected that such a small app company would be so great ! They are providing you clothes on rent better than any online application 		5	0.0	0.713	0.287
7796	Online shopping made so easier on flyrobe that you can take clothes on rent and enjoy the services 		5	0.0	0.701	0.299
7797	 This app is simply awesome !		5	0.0	0.477	0.523
7798	I would definitely go for this float rental service they have a lot of good material and many varities , also about new arrival !		5	0.0	0.763	0.237
7799	Very resourceful app to get beautiful clothes on rent 		5	0.0	0.672	0.328
7800	 		5	0.0	0.0	0.0
7801	 		5	0.0	0.0	0.0
7802	 		5	0.0	0.0	0.0
7803	 		5	0.0	0.0	0.0
7804	 Dry cleaned and steam pressed suits provided for making us look more and more awesome and elegent ! !		5	0.0	0.753	0.247
7805	Ordered a beautiful dress and saved a lot of money 	Good	5	0.0	0.472	0.528
7806	 	Good	5	0.0	0.0	0.0
7807	 	Good	5	0.0	0.0	0.0
7808	 	Good	5	0.0	0.0	0.0
7809	 free shipping as well as cash on delivery feature available 	Good	5	0.0	0.597	0.403
7810	 	Good	5	0.0	0.0	0.0
7811	 	Good	5	0.0	0.0	0.0
7812	 	Good	5	0.0	0.0	0.0
7813	 	Good	5	0.0	0.0	0.0
7814	 best site to get clothes on rent ! !	Good	5	0.0	0.556	0.444
7815	Had a bad experience with koovs when my friend suggested me this site for good experience 		5	0.162	0.556	0.282
7816	 		5	0.0	0.0	0.0
7817	 		5	0.0	0.0	0.0
7818	 		5	0.0	0.0	0.0
7819	 		5	0.0	0.0	0.0
7820	 i owe him one for suggesting me this app :D really resourceful and money saving ! !		5	0.0	0.738	0.262
7821	Get 25% off on all ethnic wear collections 		5	0.0	1.0	0.0
7822	 		5	0.0	0.0	0.0
7823	 		5	0.0	0.0	0.0
7824	 		5	0.0	0.0	0.0
7825	 		5	0.0	0.0	0.0
7826	 superb offer for clothes lovers like us ! ! must download app for amazing experience &lt;3		5	0.0	0.41	0.59
7827	Amazing and exceptional offers provided by flyrobe for shopoholics ! ! great experience with a lot of money saving :D loved this site 	Wonderful app	5	0.0	0.494	0.506
7828	 	Wonderful app	5	0.0	0.0	0.0
7829	 	Wonderful app	5	0.0	0.0	0.0
7830	 very much fantastic compared to voonik shopping site ! !	Wonderful app	5	0.0	0.611	0.389
7831	Using this app since an year now ! ! never disappointed by flyrobe 	Me	4	0.0	0.761	0.239
7832	 	Me	4	0.0	0.0	0.0
7833	 	Me	4	0.0	0.0	0.0
7834	 	Me	4	0.0	0.0	0.0
7835	 best app for women shopping compared to roposo and voonik ! !	Me	4	0.0	0.653	0.347
7836	Exceptional one piece provided by ASOS brand for rent 		5	0.0	1.0	0.0
7837	 		5	0.0	0.0	0.0
7838	 		5	0.0	0.0	0.0
7839	 		5	0.0	0.0	0.0
7840	 		5	0.0	0.0	0.0
7841	 		5	0.0	0.0	0.0
7842	 ordered one for a weekend party 		5	0.0	0.597	0.403
7843	 		5	0.0	0.0	0.0
7844	 		5	0.0	0.0	0.0
7845	 		5	0.0	0.0	0.0
7846	 super classy and sexy looking dress ! ! :D		5	0.0	0.168	0.832
7847	Whether you are looking for wedding dresses or party dresses , you can rent clothes in the shortest time possible 	Loved it	5	0.0	0.87	0.13
7848	 Flyrobe is the best ever online store 	Loved it	5	0.0	0.588	0.412
7851	Simply amazing 		5	0.0	0.208	0.792
7852	 		5	0.0	0.0	0.0
7853	 		5	0.0	0.0	0.0
7854	 Love the clothes thaqt they give on a rental basis and their service 		5	0.0	0.724	0.276
7855	 		5	0.0	0.0	0.0
7856	 		5	0.0	0.0	0.0
7857	 I am big fan of flyrobe now and forever will be !		5	0.0	0.776	0.224
7858	I always get clothes from this app for rent on all the occasions and parties 		5	0.0	0.828	0.172
7859	 This app never leaves me disappointed !		5	0.0	0.637	0.363
7860	Other apps like koovs and voonik have disappointed to me and provided me worst quality clothes 		5	0.317	0.573	0.11
7861	 It's nice that this app isnt like them thank you flyrobe !		5	0.295	0.522	0.183
7862	From easy purchasing to quick delivery , everything is so good about this app ! You can get clothes on rent at a reasonable cost too 	Good App	5	0.0	0.752	0.248
7864	The services are very good from flyrobe 	Love it	5	0.0	0.653	0.347
7865	 Very much impressed with all the services provided by this online app much better than koovs !	Love it	5	0.0	0.681	0.319
7868	Loved it		5	0.0	0.204	0.796
7869	Best one I know		5	0.0	0.323	0.677
7870	 It's never disappointing so far my experience		5	0.0	0.695	0.305
7871	 :)		5	0.0	0.0	1.0
7872	Flyrobes is just an amazing app from which u can purchases or rent outstanding outfits !! Had a really great experience !! ordered a tuxedo on rent !! very nice outfit with a great glow !! Superb experience with flyrobes !!		5	0.0	0.554	0.446
7873	Now we dont need to wait for offers to buy a new dress or outfit 		5	0.0	1.0	0.0
7875	 i can rent one or two whenever i need !! thanks to flyrobe for such an exceptional offers for frequent party attending peoples !!		5	0.0	0.747	0.253
7876	Mindblowing collection of outfits available on flyrobe compared to other site like voonik and koovs 		5	0.0	0.848	0.152
7877	 		5	0.0	0.0	0.0
7878	 		5	0.0	0.0	0.0
7879	 and we also can order clothes on rent 		5	0.0	1.0	0.0
7881	 this is the best part for clothes loving people like us :D		5	0.0	0.353	0.647
7882	Was invited to attend 3 marriages 3 days in a row 		5	0.0	1.0	0.0
7884	 my old blazer was out of fashion when my mate suggested me this site to get amazing outfits on rent 		5	0.0	0.833	0.167
7885	 		5	0.0	0.0	0.0
7886	 very nice way to provide exceptional services !!		5	0.0	0.656	0.344
7887	Wanted to wear a magneficiant anarkali as i always wanted to have one 		5	0.0	1.0	0.0
7888	 		5	0.0	0.0	0.0
7889	 the collection on this flyrobe app is really amusing compared to other fashion shopping sites like roposo 		5	0.0	0.736	0.264
7890	 		5	0.0	0.0	0.0
7893	Downloaded this app to get a magneficiant discount on a very beautiful dress while a got a lot many other offers which i can enjoy even further !! super amazing app for ladies shopping !!		5	0.0	0.615	0.385
7894	wanted a Blazer for my sister's wedding but the rates were too high :( my brother suggested me this site and i found affordable Blazer on rent !! nice app to rely on :D great help :D		5	0.067	0.505	0.428
7895	Must install this app for mind blowing discount on beautiful clothes 		5	0.0	0.719	0.281
7896	 rented one saree for myself on the account of my niece's wedding 		5	0.0	1.0	0.0
7898	 nice saree 		5	0.0	0.263	0.737
7900	 got a lot of compliments from my relatives ;)		5	0.0	0.566	0.434
7901	Wow! What a story		5	0.0	0.328	0.672
7902	 Great read Paloma		5	0.0	0.328	0.672
7903	 Maybe my girl friends and I can try this		5	0.0	0.693	0.307
7904	 A great idea , at least for India , where rented dress were for children only		5	0.0	0.745	0.255
7906	Rented a magneficiant kurti for diwali 		5	0.0	1.0	0.0
7907	 		5	0.0	0.0	0.0
7909	 received my order on time 		5	0.0	1.0	0.0
7910	 		5	0.0	0.0	0.0
7911	 used the kurti for 2 days and the pickup service was provided and reached on the 3rd day at my door steps 		5	0.0	0.935	0.065
7912	 		5	0.0	0.0	0.0
7913	 great experience !!		5	0.0	0.299	0.701
7914	Had a very very bad experience with koovs when my teacher suggested me this flyrobe app for good experience 		5	0.177	0.697	0.126
7915	 		5	0.0	0.0	0.0
7917	 i owe her one for suggesting me this really amazing app :D really really resourceful and money saving !!		5	0.0	0.641	0.359
7918	Magneficiant collection of ties 		5	0.0	1.0	0.0
7919	 royal and elegent as well as classy and cool 		5	0.0	0.451	0.549
7920	 all kinds of variety available !! great experience !! best site compared to roposo and others online fashion shopping apps !!		5	0.0	0.667	0.333
7921	Amazing and astonishing offers provided by flyrobe for shopping lovers !! very nice experience with a lot of cash saving :D loved this wonderful site 	nice	5	0.0	0.444	0.556
7923	 very very fantastic compared to voonik online fashion shopping site !!	nice	5	0.0	0.678	0.322
7924	Flyrobe also has a great collection of bags and jewellery to choose from		5	0.0	0.728	0.272
7925	 In the Ethnic Wear , you can rent a Bridal outfit , a Dhoti Set , a Lehenga , an Anarkali , a Gown and much more		5	0.0	1.0	0.0
7926	 Flyrobe also shows you the trending collections so that you can stay upto date with the latest styles and the best of designer wear		5	0.0	0.846	0.154
7928	The outfits are available for a rental duration of 4 , 6 and 8 Days		5	0.0	1.0	0.0
7929	 For both women shopping and men shopping , Flyrobe is the best space to rent outfits online		5	0.0	0.781	0.219
7931	For both the women shopping and the men shopping , you will be able to rent clothes at affordable rates without compromising on quality or brand value	Awesome	5	0.0	0.912	0.088
7932	 In short , Flyrobe app takes fashion shopping to a whole new level , by bringing the concept of hassle-free rental to designer dresses , bridal gowns , party dresses and other premium fashion	Awesome	5	0.0	0.912	0.088
7934	Best for all the people who love to shop online definitely go for the application helps you to save a lot of money and shop lot of great things at cheap prices		5	0.0	0.543	0.457
7935	From a cocktail party to a wedding , from brunches to dinners or a date , Flyrobe has the best-in-class outfits available for rental	This app is very great	5	0.0	0.87	0.13
7936	 With more than 1000 styles , you can get ethnic wear or western wear with the same ease in this fashion shopping app	This app is very great	5	0.0	0.894	0.106
7938	I rented an Ethnic wear from this app and overall my experience was not good	Mohit	5	0.156	0.844	0.0
7939	 Now all my family and relative members do shop from this online shopping app and are too happy with the services and the products they bought from this app	Mohit	5	0.0	0.883	0.117
7941	Noteworthy features of flyrobe for android and using the Flyrobe app , you can rent dresses online with absolute ease and it comes with a bunch of cool features and various products		5	0.0	0.854	0.146
7943	India’s largest fashion rental service with a virtual wardrobe for any occasion at your disposal , allows you to rent your favourite outfits		5	0.0	1.0	0.0
7944	 Western or traditional , you have a slew of designer clothes to make yours , if only temporarily		5	0.0	1.0	0.0
7946	But think about it – you can change up your looks wedding after wedding , without spending too much		5	0.0	1.0	0.0
7947	 As always , we love embracing newer twists on traditional ensembles by means of striking silhouettes , along with some chic , new-age ways to wear them!		5	0.0	0.769	0.231
7948	So you want a dazzling gown for a cocktail , Flyrobe will get it to your doorstep in three hours once you order it on their app or through their website	Super...	5	0.0	0.945	0.055
7949	 You want a Bollywood-like glittery salwar-kameez for a family function , they will get that too	Super...	5	0.0	0.902	0.098
7951	The company lends clothes , bags , and jewelry	Good application	5	0.0	1.0	0.0
7952	 But there is no doubt that apparel – they supply both western and ethnic wear is the biggest draw	Good application	5	0.227	0.773	0.0
7953	 The company sources from brands , upcoming designers , and stores that design their own merchandise	Good application	5	0.0	1.0	0.0
7955	Hot favorite brands in the western wear category are Mango , Boohoo , ForeverNew , French Connection , and QuirkBox		5	0.0	0.833	0.167
7956	 In the Indian ethnic wear category , Shehla Khan , Outhouse and Valliyan , Samant Chauhan , Surendri , and Aharin are the top performers on rent		5	0.0	0.921	0.079
7958	Amazing leave application I have been switching over to this application instead of roposo for a long time now it is really good		5	0.046	0.687	0.267
7959	Nice		5	0.0	0.0	1.0
7960	The company is also wooing the wedding space		5	0.0	1.0	0.0
7961	 If a dress from their wedding collection doesn’t fit , the customer can inform the company within 12 hours and they will try to re-fit as per size or send another dress		5	0.0	0.921	0.079
7962	 Otherwise , she can request for a full refund		5	0.0	1.0	0.0
7965	Amazing		4	0.0	0.0	1.0
7968	So , next time you want to look like a celebrity or find out celebrity fashion secrets- look no further than Flyrobe that provides you products on rent! Now with Flyrobe , you won't say 'I have nothing to wear' ever again		5	0.052	0.851	0.097
7970	A woman proposes to her boyfriend in a beautiful outfit , and he says yes		5	0.0	0.602	0.398
7971	 He , of course , may not know that the pretty lady has dressed up in rented clothes to impress him		5	0.0	0.736	0.264
7972	 But the love story has one more protagonist		5	0.0	0.625	0.375
7974	I like shervani on this app 		5	0.0	0.615	0.385
